"Elnumber";"ProductGroupID";"DescShort";"Grouping";"SupplierNo";"SequenceNo";"HeaderText";"FooterText";"Picture"
"1424333";"17895-X";"Modulær Lastbryter,E 204 / 80A";"4-polet";"972827";"22000";"";"";""
"1424334";"17895-X";"Modulær Lastbryter,E 204 / 100A";"4-polet";"972827";"23000";"";"";""
"1424335";"17895-X";"Modulær Lastbryter,E 204 / 125A";"4-polet";"972827";"24000";"";"";""
"1424344";"17905-X";"E 229 - C Bryter";"";"972827";"2000";"";"";"hlr-system/Print/GRUPPE14/1424344.eps"
"1424349";"17905-X";"E 229 - D lyssignal grønn";"";"972827";"3000";"";"";""
"1424350";"17905-X";"E 229 - E lyssignal gul";"";"972827";"4000";"";"";""
"1424316";"17910-X";"E 232 - 230 16A";"";"972827";"2000";"";"";"hlr-system/Print/GRUPPE14/1424316.eps"
"1424405";"17921-X";"BA 16 IP 54 3 - pol  gul";"";"972827";"3000";"<b>ABB</b>";"";"hlr-system/Print/GRUPPE14/1424405.eps"
"1470348";"17921-X";"IR/2 K  2-pol 16/2 AV-PÅ gul";"";"975265";"5000";"<b>Norwesco</b>";"";""
"1424406";"59506-X";"KSF 325 Rød IP 65";"";"972827";"2000";"";"";"hlr-system/Print/GRUPPE14/1424406.eps"
"1426901";"59507-X";"Vaskemaskinbryter BAV 16  3-polet 16A";"";"972827";"2000";"";"";"hlr-system/Print/GRUPPE14/1426901.eps"
"1421020";"64106-1";"Modulær bryter 1-Pol 20A B= 18mm";"";"955590";"3000";"";"";"hlr-system/Print/GRUPPE14/1421020.eps"
"1421021";"64106-1";"Modulær bryter 2-Pol 20A B= 18mm";"";"955590";"4000";"";"";""
"1421002";"64106-1";"Brytere 40-125A, 1-pol 230V, øvrige 400V, bredde 18mm";"";"955590";"5000";"";"";"hlr-system/Print/GRUPPE14/1421002.eps"
"1421002";"64106-2";"Modulær bryter 1-POL/63A 230V";"";"955590";"8000";"";"";"hlr-system/Print/GRUPPE14/1421002.eps"
"1421005";"64106-2";"Modulær bryter 2-POL/63A 400V";"";"955590";"9000";"";"";""
"1421008";"64106-2";"Modulær bryter 3-POL/63A 400V";"";"955590";"10000";"";"";"hlr-system/Print/GRUPPE14/1421008.eps"
"1421011";"64106-2";"Modulær bryter 4-POL/63A 400V";"";"955590";"11000";"";"";"hlr-system/Print/GRUPPE14/1421011.eps"
"1421027";"64106-2";"Modulær bryter 3-POL 80A";"";"955590";"12000";"";"";""
"1421031";"64106-2";"Modulær bryter 3-POL 100A";"";"955590";"13000";"";"";""
"1421070";"64453-1";"IMPULSRELE 1NO 230V 16A 1TE";"";"955590";"4000";"";"";""
"1421072";"64453-1";"IMPULSRELE 1NO 24V 16A 1TE";"";"955590";"5000";"";"";""
"1421075";"64453-1";"IMPULSRELE 2NO 230V 16A 1TE";"";"955590";"6000";"";"";""
"1421077";"64453-1";"IMPULSRELE 2NO 24V 16A 1TE";"";"955590";"7000";"";"";""
"1424502";"17924-X";"RS 16/9 IS for like elementer";"Innfelt";"938211";"3000";"";"";"hlr-system/Print/GRUPPE14/1424502.eps"
"1424512";"17924-X";"RS 16/29 IS for ulike elementer";"Innfelt";"938211";"4000";"";"";""
"1424504";"17924-X";"RS  16/9 P for like elementer";"Påvegg";"938211";"6000";"";"";"hlr-system/Print/GRUPPE14/1424504.eps"
"1424505";"17924-X";"RS 16/29 P for ulike elementer";"Påvegg";"938211";"7000";"";"";""
"1424704";"17945-X";"IR/9 D like elementer";"Innfelt";"975265";"1795400";"";"";"hlr-system/Print/GRUPPE14/1424704.eps"
"1424714";"17945-X";"IR/29 D ulike elementer";"Innfelt";"975265";"1795500";"";"";""
"1425254";"17945-X";"IR/9 SK like elementer";"";"975265";"1795700";"<b>Påvegg</b>";"";""
"1427022";"17968-X";"RS 16/2 VI";"";"";"2000";"";"";"hlr-system/Print/GRUPPE14/1427022.eps"
"1427030";"17968-X";"RS 16/6.2 VI endevender";"";"";"3000";"";"";""
"1427147";"17974-X";"L 187";"";"938211";"2000";"";"";""
"1427157";"17974-X";"L 272";"";"938211";"3000";"";"";""
"1427201";"17978-X";"S 16/1 VP";"";"938211";"2000";"";"";"hlr-system/Print/GRUPPE14/1427201.eps"
"1427202";"17978-X";"S 16/2 VP";"";"938211";"3000";"";"";""
"1427205";"17978-X";"S 16/5 VP";"";"938211";"4000";"";"";""
"1427206";"17978-X";"S 16/6 VP";"";"938211";"5000";"";"";""
"1427207";"17978-X";"S 16/7 VP";"";"938211";"6000";"";"";""
"1427208";"17978-X";"S 16/1 VP";"";"938211";"7000";"";"";""
"1427312";"17978-X";"S 16/2 VP";"";"938211";"8000";"";"";""
"1424585";"17978-X";"S 16/2 VP";"";"938211";"9000";"";"";""
"1427531";"17991-X";"Vipp+lys 1-pol L961/S740";"";"938211";"2000";"";"";""
"1427532";"17991-X";"Vipp+lys 2-pol L961-2/S740";"";"938211";"3000";"";"";""
"1428112";"18008-X";"VDB 16/2";"";"975265";"2000";"";"Universalpakning VP 2,5,  se El.nr.14 281 50.";"hlr-system/Print/GRUPPE14/1428112.eps"
"1428142";"18015-X";"VB 16/2 Bryter grå";"";"975265";"2000";"";"";"hlr-system/Print/GRUPPE14/1428142.eps"
"1428143";"18015-X";"VB 16/2 S Bryter grå";"";"975265";"3000";"";"";""
"1428150";"18015-X";"VP 2,5 Universalpakning";"";"975265";"4000";"";"";""
"1428512";"18023-X";"VDB 16/9 like elementer skj. 46";"";"975265";"2000";"";"";"hlr-system/Print/GRUPPE14/1428512.eps"
"1428515";"18023-X";"VDB 16/29 skj. 46";"";"975265";"3000";"";"";""
"1424402";"18030-1";"BA 16,  uten hjelpekontakt 3-pol 16A";"";"972827";"3000";"";"";""
"1428803";"18030-2";"BAS 16,  uten hjelpekontakt";"";"972827";"7000";"";"";""
"1428812";"18030-2";"BAS 416/1 polykarbonat 4-pol 16A";"";"972827";"8000";"";"";""
"1428813";"18030-2";"BAS 16/1polykarbonat 3-pol 16A";"";"972827";"9000";"";"";"hlr-system/Print/GRUPPE14/1428813.eps"
"1428816";"18030-2";"BAS 616 polykarbonat 6-pol 16A";"";"972827";"10000";"";"";""
"1428818";"18030-2";"BAS 25 polykarbonat 3-pol 25A";"";"972827";"11000";"";"";""
"1428815";"18030-3";"BAS 16/1 IP65";"";"972827";"26000";"";"";""
"1428821";"18030-3";"BAS 425 polykarbonat 4-pol 25A";"";"972827";"27000";"";"";""
"1428823";"18030-3";"BAS 36 polykarbonat 3-pol 36A";"";"972827";"28000";"";"";"hlr-system/Print/GRUPPE14/1428823.eps"
"1428826";"18030-3";"BAS 636 polykarbonat 6-pol 36A";"";"972827";"29000";"";"";""
"1428827";"18030-3";"BAS 436ST polykarbonat 4-pol 36A";"";"972827";"30000";"";"";""
"1428829";"18030-3";"BAS 463ST polykarbonat 4-pol 63A";"";"972827";"31000";"";"";""
"1428830";"18030-3";"BAS 63 polykarbonat 3-pol 63A";"";"972827";"32000";"";"";""
"1428836";"18030-3";"BAS 663 polykarbonat 6-pol 63A";"";"972827";"33000";"";"";""
"1428839";"18030-3";"BAS 90 polykarbonat 3-pol 90A";"";"972827";"34000";"";"";""
"1428842";"18030-3";"LBAS 36 silumin 3-pol 36A";"";"972827";"35000";"";"";""
"1428844";"18030-3";"LBAS 63silumin 3-pol 63A";"";"972827";"36000";"";"";""
"1428845";"18030-3";"LBAS 125/SK silumin 3-pol 125A";"";"972827";"37000";"";"";""
"1428846";"18030-3";"LBAS 160/SK silumin 3-pol 160A";"";"972827";"38000";"";"";""
"1428847";"18030-3";"LBAS 200/S silumin 3-pol 200A";"";"972827";"39000";"";"";""
"1428848";"18030-3";"LBAS 250/S silumin 3-pol 250A";"";"972827";"40000";"";"";"hlr-system/Print/GRUPPE14/1428848.eps"
"1428849";"18030-3";"LBAS 400/S silumin 3-pol 400A";"";"972827";"41000";"";"";""
"1428850";"18030-3";"LBAS 630/S silumin3-pol 630A";"";"972827";"42000";"";"";""
"1428838";"18030-3";"Låsbøyle L6 for låsing av sikkerhetsbryter";"";"972827";"43000";"";"";""
"1428837";"18030-3";"BASN 100 ST IP 65";"";"972827";"44000";"";"";""
"1428835";"18030-3";"BASG 100 ST IP 65";"";"972827";"45000";"";"";""
"1428841";"18030-3";"BASN 125 ST IP 65";"";"972827";"46000";"";"";"hlr-system/Print/GRUPPE14/1428841.eps"
"1428843";"18030-3";"BASG 125 ST IP 65";"";"972827";"47000";"";"";""
"1429128";"18030-4";"SOG 250R 3-pol";"";"972827";"58000";"";"";"hlr-system/Print/GRUPPE14/1429128.eps"
"1429126";"18030-4";"SOG 200R 3-pol";"";"972827";"59000";"";"";""
"1429130";"18030-4";"SOG 315R 3-pol";"";"972827";"60000";"";"";""
"1429132";"18030-4";"SOG 400R 3-pol";"";"972827";"61000";"";"";""
"1429134";"18030-4";"SOG 630R 3-pol";"";"972827";"62000";"";"";""
"1429136";"18030-4";"SOG 1000R 3-pol";"";"972827";"63000";"";"Tilkobling nede/for ringflens

Kapsling av lakk.varmgalv.stål IP54 eller IP 65";""
"1429144";"18030-4";"SON 125R 3-pol";"";"972827";"66000";"";"";"hlr-system/Print/GRUPPE14/1429144.eps"
"1429145";"18030-4";"SON 125R/2S IP65 3-pol";"";"972827";"67000";"";"";""
"1429146";"18030-4";"SON 200R 3-pol";"";"972827";"68000";"";"";""
"1429147";"18030-4";"SON 200R/2S IP65 3-pol";"";"972827";"69000";"";"";""
"1429148";"18030-4";"SON 250R 3-pol";"";"972827";"70000";"";"";""
"1429149";"18030-4";"SON 250R/2S IP65 3-pol";"";"972827";"71000";"";"";""
"1429150";"18030-4";"SON 315R 3-pol";"";"972827";"72000";"";"";""
"1429151";"18030-4";"SON 315R/2S IP65 3-pol";"";"972827";"73000";"";"";""
"1429152";"18030-4";"SON 400R 3-pol";"";"972827";"74000";"";"";""
"1429153";"18030-4";"SON 400R/2S IP65 3-pol";"";"972827";"75000";"";"";""
"1429154";"18030-4";"SON 630R 3-pol";"";"972827";"76000";"";"";""
"1429155";"18030-4";"SON 630R/2S IP65 3-pol";"";"972827";"77000";"";"";""
"1429158";"18030-4";"SON 1000R 3-pol";"";"972827";"78000";"";"";""
"1429159";"18030-4";"SON 1000R/2S IP65 3-pol";"";"972827";"79000";"";"";""
"1429206";"18030-4";"SOG 6200R 6-pol";"";"972827";"80000";"";"";"hlr-system/Print/GRUPPE14/1429206.eps"
"1429204";"18030-4";"SOG 6125R  6-pol";"";"972827";"81000";"";"";""
"1429108";"18030-4";"SOG 6250R  6-pol";"";"972827";"82000";"";"";""
"1429110";"18030-4";"SOG 6315R  6-pol";"";"972827";"83000";"";"";""
"1429112";"18030-4";"SOG 6400R  6-pol";"";"972827";"84000";"";"";""
"1429114";"18030-4";"SOG 6630R  6-pol";"";"972827";"85000";"";"";""
"1432059";"18073-X";"6010 - 28 IR fjernkontroll";"";"949210";"4000";"<b>Type</b>
Programmerbar og valg av 2 lysnivåer pr adressegruppe rekkevidde: Ca. 15 m.";"";"hlr-system/Print/GRUPPE14/1432059.eps"
"1432094";"18073-X";"6050 - innfelt bryter";"";"949210";"7000";"";"For glødelampe r(20 - 400W) og lavvolt halogen(20 - 300VA)

Konvensjonelle trafoer. For takmontasje.

Styres over fjernkontroll 6010 - 28.";"hlr-system/Print/GRUPPE14/1432094.eps"
"1432093";"18073-X";"6590 IR-universaldimmer: 420W for elektroniske";"";"949210";"11000";"";"";""
"1432072";"18073-X";"6070 - 24 plugg - dimmer";"";"949210";"12000";"";"";"hlr-system/Print/GRUPPE14/1432072.eps"
"1432097";"18073-X";"6410 U IR markisebryter innsats";"";"949210";"13000";"";"";""
"1432066";"18073-X";"IR-DIM.VIP.6066-24G-102 ALPHA 6066-24G";"";"949210";"14000";"";"";""
"1415532";"18073-X";"Alpha 1721 - 24 1 hull";"Kombinasjonsrammer";"949210";"16000";"";"";""
"1415535";"18073-X";"Alpha 1732 - 24 2 hull";"Kombinasjonsrammer";"949210";"17000";"";"";"hlr-system/Print/GRUPPE14/1415535.eps"
"1456105";"59519-X";"Kambrytere, 3-polet bryter";"";"945242";"5000";"";"";"hlr-system/Print/GRUPPE14/1456105.eps"
"1456115";"59519-X";"Kambrytere, 3-polet bryter";"";"945242";"6000";"";"";""
"1456124";"59519-X";"Kambrytere, 3-polet bryter";"";"945242";"7000";"";"";""
"1456132";"59519-X";"Kambrytere, 3-polet bryter";"";"945242";"8000";"";"";""
"1456240";"18101-1";"T0-1-8200/E";"1-polet";"945242";"5000";"";"";"hlr-system/Print/GRUPPE14/1456240.eps"
"1456241";"18101-1";"TO-1-8200/I";"1-polet";"945242";"6000";"";"";"hlr-system/Print/GRUPPE14/1456241.eps"
"1456242";"18101-1";"T0-1-102/E";"2-polet";"945242";"8000";"";"";""
"1456243";"18101-1";"T0-1-102/I";"2-polet";"945242";"9000";"";"";""
"1456244";"18101-1";"T0-2-1/E";"3-polet";"945242";"11000";"";"";"hlr-system/Print/GRUPPE14/1456244.eps"
"1456100";"18101-1";"P1-25/E";"3-polet";"945242";"12000";"";"";""
"1456104";"18101-1";"P1-25/I";"3-polet";"945242";"13000";"";"";""
"1456110";"18101-1";"P1-32/E";"3-polet";"945242";"14000";"";"";""
"1456114";"18101-1";"P1-32/I";"3-polet";"945242";"15000";"";"";""
"1456400";"18101-1";"T0-2-8293/E";"3-polet+N";"945242";"17000";"";"";""
"1456401";"18101-1";"T0-2-8293/I";"3-polet+N";"945242";"18000";"";"";""
"1456107";"18101-1";"P1-25/E/N";"3-polet+N";"945242";"19000";"";"";""
"1456108";"18101-1";"P1-25/I/N";"3-polet+N";"945242";"20000";"";"";""
"1456117";"18101-1";"P1-32/E/N";"3-polet+N";"945242";"21000";"";"";""
"1456118";"18101-1";"P1-32/I/N";"3-polet+N";"945242";"22000";"";"";""
"1456250";"18101-1";"T0-1-15401/E";"1-polet";"945242";"24000";"";"";"hlr-system/Print/GRUPPE14/1456250.eps"
"1456251";"18101-1";"T0-1-15401/I";"1-polet";"945242";"25000";"";"";""
"1456252";"18101-1";"T0-1-15402/E";"2-polet";"945242";"27000";"";"";"hlr-system/Print/GRUPPE14/1456252.eps"
"1456253";"18101-1";"T0-1-15402/I";"2-polet";"945242";"28000";"";"";""
"1456254";"18101-1";"T0-2-15403/E";"3-polet";"945242";"30000";"";"";"hlr-system/Print/GRUPPE14/1456254.eps"
"1456255";"18101-1";"T0-2-15403/I";"3-polet";"945242";"31000";"";"";"hlr-system/Print/GRUPPE14/1456255.eps"
"1456256";"18101-1";"T0-2-15404/E";"4-polet";"";"33000";"";"";"hlr-system/Print/GRUPPE14/1456256.eps"
"1456570";"18101-1";"FS 14 2003-T0";"Skilt";"945242";"35000";"";"";""
"1456286";"18101-2";"T0-1-8210/E";"1-polet";"945242";"41000";"";"";"hlr-system/Print/GRUPPE14/1456286.eps"
"1456287";"18101-2";"TO-1-8210/1";"1-polet";"945242";"42000";"";"";"hlr-system/Print/GRUPPE14/1456287.eps"
"1456288";"18101-2";"T0-2-8211/E";"2-polet";"945242";"44000";"";"";""
"1456289";"18101-2";"TO-2-8211/1";"2-polet";"945242";"45000";"";"";""
"1456290";"18101-2";"T0-3-8212/E";"3-polet";"945242";"47000";"";"";""
"1456291";"18101-2";"TO-3-8212/1";"3-polet";"945242";"48000";"";"";""
"1456948";"18101-2";"TSB-3-8212/E";"3-polet";"945242";"49000";"";"";""
"1456949";"18101-2";"TSB-3-8212/I";"3-polet";"945242";"50000";"";"";""
"1456573";"18101-2";"NETT-0-AGGR.";"3-polet";"945242";"51000";"";"";""
"1456294";"18101-2";"T0-1-15431/E";"1-polet";"945242";"53000";"";"";"hlr-system/Print/GRUPPE14/1456294.eps"
"1456295";"18101-2";"T0-1-15431/I";"1-polet";"945242";"54000";"";"";"hlr-system/Print/GRUPPE14/1456295.eps"
"1456296";"18101-2";"T0-2-15432/E";"2-polet";"945242";"56000";"";"";""
"1456297";"18101-2";"T0-2-15432/I";"2-polet";"945242";"57000";"";"";""
"1456298";"18101-2";"T0-3-15433/E";"3-polet";"945242";"59000";"";"";""
"1456299";"18101-2";"T0-3-15433/I";"3-polet";"945242";"60000";"";"";""
"1456408";"18101-3";"T0-1-15434/E";"1-polet";"945242";"66000";"";"";""
"1456409";"18101-3";"T0-1-15434/I";"1-polet";"945242";"67000";"";"";"hlr-system/Print/GRUPPE14/1456409.eps"
"1456270";"18101-4";"T0-1-8220/E";"1-polet";"945242";"72000";"";"";""
"1456271";"18101-4";"T0-1-8220/I";"1-polet";"945242";"73000";"";"";""
"1456272";"18101-4";"T0-2-8221/E";"2-polet";"945242";"75000";"";"";""
"1456273";"18101-4";"T0-2-8221/I";"2-polet";"945242";"76000";"";"";""
"1456274";"18101-4";"T0-3-8222/E";"3-polet";"945242";"78000";"";"";"hlr-system/Print/GRUPPE14/1456274.eps"
"1456275";"18101-4";"T0-3-8222/I";"3-polet";"945242";"79000";"";"";"hlr-system/Print/GRUPPE14/1456275.eps"
"1456818";"18101-4";"T3-3-8222/E";"3-polet";"945242";"80000";"";"";""
"1456819";"18101-4";"T3-3-8222/I";"3-polet";"945242";"81000";"";"";""
"1456956";"18101-4";"T5B-3-8222/E";"3-polet";"945242";"82000";"";"";""
"1456957";"18101-4";"T5B-3-8222/I";"3-polet";"945242";"83000";"";"";""
"1456574";"18101-4";"NETT-AGGR.:";"3-polet";"945242";"84000";"";"";""
"1456278";"18101-5";"T0-1-15451/E";"1-polet";"945242";"89000";"";"";""
"1456279";"18101-5";"T0-1-15451/I";"1-polet";"945242";"90000";"";"";""
"1456280";"18101-5";"T0-2-15452/E";"2-polet";"945242";"92000";"";"";""
"1456281";"18101-5";"T0-2-15452/I";"2-polet";"945242";"93000";"";"";""
"1456282";"18101-5";"T0-3-15453/E";"3-polet";"945242";"95000";"";"";""
"1456283";"18101-5";"T0-3-15453/I";"3-polet";"945242";"96000";"";"";""
"1456422";"18101-6";"T0-4-8410/E";"";"945242";"100000";"";"";"hlr-system/Print/GRUPPE14/1456422.eps"
"1456423";"18101-6";"T0-4-8410/I";"";"945242";"101000";"";"";""
"1456820";"18101-6";"T3-4-3/E";"";"945242";"102000";"";"";""
"1456821";"18101-6";"T3-4-3/I";"";"945242";"103000";"";"";""
"1456962";"18101-6";"T5B-4-3/E";"";"945242";"104000";"";"";""
"1456963";"18101-6";"T5B-4-3/I";"";"945242";"105000";"";"";""
"1456426";"18101-7";"T0-3-8401/E";"";"945242";"109000";"";"";"hlr-system/Print/GRUPPE14/1456426.eps"
"1456427";"18101-7";"T0-3-8401/I";"";"945242";"110000";"";"";""
"1456824";"18101-7";"T3-3-2/E";"";"945242";"111000";"";"";""
"1456825";"18101-7";"T3-3-2/I";"";"945242";"112000";"";"";""
"1456941";"18101-7";"T5B-3-2/E";"";"945242";"113000";"";"";""
"1456942";"18101-7";"T5B-3-2/I";"";"945242";"114000";"";"";""
"1456360";"18101-8";"T0-2-96/E";"";"945242";"119000";"";"";"hlr-system/Print/GRUPPE14/1456360.eps"
"1456361";"18101-8";"T0-2-96/I";"";"945242";"120000";"";"";"hlr-system/Print/GRUPPE14/1456361.eps"
"1456362";"18101-8";"T0-2-95/E";"";"945242";"122000";"Reg.bryter like elementer 2-pol";"";"hlr-system/Print/GRUPPE14/1456362.eps"
"1456363";"18101-8";"T0-2-95/I";"";"945242";"123000";"";"";""
"1456370";"18101-9";"BRYTER 1P 0-1 IMPULS INNFELT";"";"945242";"126000";"";"AC 21:12A

AC 11: 6A/230 V";"hlr-system/Print/GRUPPE14/1456370.eps"
"1456302";"18101-9";"T0-3-8007/E fase/jord";"Voltmetervender";"945242";"132000";"";"";""
"1456310";"18101-9";"T0-3-8004/E fase/fase";"Voltmetervender";"945242";"133000";"";"";""
"1456304";"18101-9";"T0-2-8021-FS 9440/E";"";"945242";"135000";"<b>Amp.vender, 2 trafokretser</b>";"";""
"1456306";"18101-9";"T0-3-8048/E";"";"945242";"137000";"<b>3 trafokretser</b>";"";""
"1456314";"18101-9";"2 tr.T0-1-8240/E";"Trinnbryter m/0, 1-pol.";"945242";"139000";"";"";""
"1456316";"18101-9";"3 tr.T0-2-8241/E";"Trinnbryter m/0, 1-pol.";"945242";"140000";"";"";""
"1456318";"18101-9";"4 tr.T0-2-8242/e";"Trinnbryter m/0, 1-pol.";"945242";"141000";"";"";""
"1456270";"18101-9";"2 tr.T0-1-8220/E";"Trinnbryter u/0, 1-pol";"945242";"143000";"";"";""
"1456334";"18101-9";"3 tr.T0-2-8230/E";"Trinnbryter u/0, 1-pol";"945242";"144000";"";"";""
"1456336";"18101-9";"4 tr.T0-2-8231/E";"Trinnbryter u/0, 1-pol";"945242";"145000";"";"";""
"1456506";"18263-X";"ZFS 60-T0";"";"945242";"2000";"<b>Skilt m/ramme</b>";"";"hlr-system/Print/GRUPPE14/1456506.eps"
"1456508";"18263-X";"SVB-T0/P1for T0, T3, P1";"Låsbart grep";"945242";"4000";"";"";""
"1456511";"18263-X";"SVB-P3 for  P3";"Låsbart grep";"945242";"5000";"";"";""
"1456512";"18263-X";"S-T0";"";"945242";"7000";"<b>Nøkkelbetjening For, T0, T3</b>";"";""
"1456517";"18263-X";"T0, 1, 2";"Kapsling";"945242";"9000";"";"";""
"1457790";"59520-1";"3-pol sikkerh.bryter u/hj.kont In=12A";"";"945242";"5000";"";"";"hlr-system/Print/GRUPPE14/1457790.eps"
"1457792";"59520-1";"3-pol sikkerh.bryter m/hj.kont 1S+1Å In12A";"";"945242";"6000";"";"";""
"1457888";"59520-1";"3-pol sikkerh.bryter u/hj.kont In=16A";"";"945242";"7000";"";"";"hlr-system/Print/GRUPPE14/1457888.eps"
"1457889";"59520-1";"3 pol sikkerh.bryter m/hj.kont 1S+1Å  In=16A";"";"945242";"8000";"";"";""
"1457831";"59520-1";"3-pol sikkerh.bryter m/hj.kont 1S+1Å In25A";"";"945242";"9000";"";"Max tilkobling: 16 mm² Cu Max motorlast AC 23 230 V

P = 18,5 kW 400 V  P = 30 kW In = 63 A";""
"1457890";"59520-1";"3 pol sikkerh.bryter u/hj.kont.";"";"945242";"12000";"";"";"hlr-system/Print/GRUPPE14/1457890.eps"
"1457892";"59520-1";"3 pol sikkerh.bryter m/hj.kont";"";"945242";"13000";"";"";""
"1457971";"59520-2";"Sikkerhetsbryter 3-pol 125A";"";"945242";"19000";"";"";""
"1457972";"59520-2";"Sikkerhetsbryter 3-pol 125A";"";"945242";"20000";"";"";""
"1457973";"59520-2";"Sikkerhetsbryter 4-pol 125A";"";"945242";"21000";"";"";""
"1457974";"59520-2";"Sikkerhetsbryter 4-pol 125A";"";"945242";"22000";"";"";""
"1457977";"59520-2";"Sikkerhetsbryter 3-pol 160A";"";"945242";"23000";"";"";""
"1457978";"59520-2";"Sikkerhetsbryter 3-pol 160A";"";"945242";"24000";"";"";""
"1457979";"59520-2";"Sikkerhetsbryter 4-pol 160A";"";"945242";"25000";"";"";""
"1457980";"59520-2";"Sikkerhetsbryter 4-pol 160A";"";"945242";"26000";"";"";""
"1457983";"59520-2";"Sikkerhetsbryter 3-pol 250A";"";"945242";"27000";"";"";""
"1457984";"59520-2";"Sikkerhetsbryter 3-pol 250A";"";"945242";"28000";"";"";""
"1457985";"59520-2";"Sikkerhetsbryter 4-pol 250A";"";"945242";"29000";"";"";""
"1457986";"59520-2";"Sikkerhetsbryter 4-pol 250A";"";"945242";"30000";"";"";""
"1457989";"59520-2";"Sikkerhetsbryter 3-pol 400A";"";"945242";"31000";"";"";""
"1457990";"59520-2";"Sikkerhetsbryter 3-pol 630A";"";"945242";"32000";"";"";"hlr-system/Print/GRUPPE14/1457990.eps"
"1460821";"63715-X";"Lastbryter 40 A";"1-polet";"945242";"3000";"";"";"hlr-system/Print/GRUPPE14/1460821.eps"
"1460852";"63715-X";"Lastbryter 80 A";"1-polet";"945242";"4000";"";"";""
"1460854";"63715-X";"Lastbryter 100 A";"1-polet";"945242";"5000";"";"";""
"1460858";"63715-X";"Lastbryter 125 A";"1-polet";"945242";"6000";"";"";""
"1460822";"63715-X";"Lastbryter 40 A";"2-polet";"945242";"8000";"";"";""
"1460826";"63715-X";"Lastbryter 63 A";"2-polet";"945242";"9000";"";"";""
"1460853";"63715-X";"Lastbryter 80 A";"2-polet";"945242";"10000";"";"";""
"1460855";"63715-X";"Lastbryter 100 A";"2-polet";"945242";"11000";"";"";""
"1460859";"63715-X";"Lastbryter 125 A";"2-polet";"945242";"12000";"";"";""
"1460823";"63715-X";"Lastbryter 40 A";"3-polet";"945242";"14000";"";"";""
"1460827";"63715-X";"Lastbryter 63 A";"3-polet";"945242";"15000";"";"";""
"1460829";"63715-X";"Lastbryter 80 A";"3-polet";"945242";"16000";"";"";""
"1460856";"63715-X";"Lastbryter 100 A";"3-polet";"945242";"17000";"";"";""
"1460860";"63715-X";"Lastbryter 125 A";"3-polet";"945242";"18000";"";"";""
"1460825";"63715-X";"Lastbryter 40 A";"4-polet";"945242";"20000";"";"";"hlr-system/Print/GRUPPE14/1460825.eps"
"1460828";"63715-X";"Lastbryter 63 A";"4-polet";"945242";"21000";"";"";""
"1460830";"63715-X";"Lastbryter 80 A";"4-polet";"945242";"22000";"";"";""
"1460857";"63715-X";"Lastbryter 100 A";"4-polet";"945242";"23000";"";"";""
"1460861";"63715-X";"Lastbryter 125 A";"4-polet";"945242";"24000";"";"";""
"1654946";"63715-X";"P446 50mm2 CU/AL KLEMME ""P446""";"";"945242";"27000";"<b>Tilleggsutstyr</b>";"";""
"1470304";"18276-X";"IR/2 D 16/2 Av - På";"";"975265";"300";"<b>Innfelt</b>";"";""
"1470334";"18276-X";"IR/2 K 16/2 Av - På";"";"975265";"700";"<b>Påvegg</b>";"";""
"1470291";"63295-X";"Komfyrvakt SVF 30 25A 250V 30min.";"";"975265";"2000";"";"";"hlr-system/Print/GRUPPE14/1470291.eps"
"1470292";"63295-X";"Varmeføler for komfyrvakt";"";"975265";"3000";"";"";""
"1471002";"18296-X";"Artic SD300  vri 60-300W";"";"975265";"3000";"<b>Effektregulator glødelamper og 230V halogen</b>";"";"hlr-system/Print/GRUPPE14/1471002.eps"
"1471017";"18296-X";"Artic ATD315R  trykk 40-315W";"Effektregulator glødelamper/lavvolt elektronisk trafo";"975265";"6000";"";"";""
"1471005";"18296-X";"Artic ATD630R  trykk 40-630W";"Effektregulator glødelamper/lavvolt elektronisk trafo";"975265";"7000";"";"";""
"1471016";"18296-X";"Artic LTD1000RC trykk 40-1000W";"Effektregulator glødelamper/lavvolt elektronisk trafo";"975265";"8000";"";"";""
"1471013";"18296-X";"Artic AD400UTT  trykk 60-400W";"Effektregulator lysrør lavvolt m/ jernkj. lysrør m/glødetrafo";"975265";"11000";"";"";""
"1471025";"18296-X";"Artic AD600UTT  trykk 60-600W";"Effektregulator lysrør lavvolt m/ jernkj. lysrør m/glødetrafo";"";"12000";"";"med jernkjerne trafo / elektronisk trafo og ringkjernetrafo";""
"1471021";"18296-X";"Artic LTD450RC/RL  trykk 40-450W";"Effektregulator glødelamper, 230V halogen, lavvolt halogen";"975265";"16000";"";"";""
"1471028";"18296-X";"Artic LTD600RC/RL  trykk 40-600W";"Effektregulator glødelamper, 230V halogen, lavvolt halogen";"975265";"17000";"";"";""
"1471011";"18296-X";"Artic LTD600RCL  trykk 40-600W";"Effektregulator universal alle dimbare laster inkl. hastighetsreg.";"";"20000";"";"<b>Effektregulator for glødelamper, 230V halogen, lavvolt halogen</b>

jernkjernetrafo,lysrør med ELFD, lysrør Ø38mm med glødetrafo,

hastighetsreg.";""
"1471012";"18296-X";"Artic ATTD1000RL trykk 40-1000W";"";"975265";"25000";"";"<b>Kombidimmer:</b>

glødelamper, 230V halogen, lavvolt halogen jernkjernetrafo/bryter8A";""
